-0.1 0.10398926
-0.099599466 0.10588814
-0.099198932 0.10781386
-0.098798398 0.10976663
-0.098397864 0.11174666
-0.09799733 0.11375414
-0.097596796 0.11578927
-0.097196262 0.11785226
-0.096795728 0.11994328
-0.096395194 0.12206255
-0.09599466 0.12421024
-0.095594126 0.12638654
-0.095193591 0.12859163
-0.094793057 0.13082569
-0.094392523 0.13308889
-0.093991989 0.13538142
-0.093591455 0.13770344
-0.093190921 0.14005511
-0.092790387 0.1424366
-0.092389853 0.14484806
-0.091989319 0.14728965
-0.091588785 0.14976153
-0.091188251 0.15226382
-0.090787717 0.15479669
-0.090387183 0.15736026
-0.089986649 0.15995466
-0.089586115 0.16258004
-0.089185581 0.1652365
-0.088785047 0.16792417
-0.088384513 0.17064317
-0.087983979 0.1733936
-0.087583445 0.17617556
-0.087182911 0.17898916
-0.086782377 0.18183449
-0.086381842 0.18471163
-0.085981308 0.18762067
-0.085580774 0.19056169
-0.08518024 0.19353475
-0.084779706 0.19653993
-0.084379172 0.19957727
-0.083978638 0.20264683
-0.083578104 0.20574866
-0.08317757 0.2088828
-0.082777036 0.21204929
-0.082376502 0.21524813
-0.081975968 0.21847937
-0.081575434 0.22174301
-0.0811749 0.22503906
-0.080774366 0.22836751
-0.080373832 0.23172837
-0.079973298 0.23512161
-0.079572764 0.23854721
-0.07917223 0.24200515
-0.078771696 0.24549538
-0.078371162 0.24901786
-0.077970628 0.25257255
-0.077570093 0.25615937
-0.077169559 0.25977826
-0.076769025 0.26342914
-0.076368491 0.26711194
-0.075967957 0.27082655
-0.075567423 0.27457287
-0.075166889 0.27835081
-0.074766355 0.28216023
-0.074365821 0.28600101
-0.073965287 0.28987303
-0.073564753 0.29377613
-0.073164219 0.29771016
-0.072763685 0.30167496
-0.072363151 0.30567037
-0.071962617 0.3096962
-0.071562083 0.31375226
-0.071161549 0.31783836
-0.070761015 0.3219543
-0.070360481 0.32609985
-0.069959947 0.33027479
-0.069559413 0.33447889
-0.069158879 0.33871191
-0.068758344 0.34297359
-0.06835781 0.34726366
-0.067957276 0.35158187
-0.067556742 0.35592792
-0.067156208 0.36030153
